image_id,dog_visible,face_clear,no_duplicate_face_parts,no_extra_legs,one_dog,no_mirror,no_multi_panel,pastel_style,no_realistic_rendering,human_prompt_consistency,human_face_clear,prompt_reflected,brightness_ok,sharpness_ok,pastel_color_ok,time_palette_ok,place_context_ok,no_text,total_score,raw_level,caps_applied,final_level,clip_dog_score,clip_face_score,clip_pastel_score,clip_activity_score,clip_place_score,yolo_dog_count,reason_face_clear,reason_one_dog,reason_prompt_reflected,reason_time_palette_ok,reason_no_mirror,reason_no_extra_legs,reason_pastel_style,reason_human_prompt_consistency,reason_no_duplicate_face_parts,reason_no_realistic_rendering,reason_human_face_clear,reason_place_context_ok,in_tokens,out_tokens
20260421_115219_c24f2d,1,1.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,16,L4,"""one_dog->L1""",L1,0.0423,0.0181,0.1209,0.0028,,0,강아지의 얼굴이 왜곡 없이 선명하게 표현됨.,거울 속 반사로 인해 두 마리로 보임.,거울 속 친구를 만나는 장면이 잘 반영됨.,시간대에 상관없이 적절한 팔레트 사용.,거울이 그림의 핵심 요소로 존재함.,다리가 추가 생성되지 않고 자연스럽게 표현됨.,한국식 파스텔 그림책 스타일로 표현됨.,프롬프트와 충돌하지 않는 사람의 등장.,"눈, 코, 귀가 정상적으로 표현되고 중복 없음.",사실적 렌더링 없이 파스텔 스타일 유지됨.,사람의 얼굴이 명확하게 표현됨.,장소와 배경이 자연스럽게 표현됨.,1712,424
20260421_115301_c7a961,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0311,0.021,0.1346,-0.0007,,0,강아지 얼굴이 선명하고 왜곡 없이 잘 표현됨.,이미지에 강아지가 한 마리만 존재함.,프롬프트의 핵심 장면인 햇살 속 낮잠이 잘 반영됨.,"낮이 맞으며, 밝고 부드러운 색조로 표현됨.",반사나 거울 이미지가 없음.,다리 수가 정상적으로 표현됨.,한국식 파스텔 그림책 스타일로 표현됨.,사람의 존재가 프롬프트와 충돌하지 않음.,"눈, 코, 귀 등이 중복 없이 정상적으로 배치됨.",사실적 렌더링 없이 일러스트 스타일로 표현됨.,사람의 얼굴이 식별 가능하게 잘 표현됨.,실내 공간과 창 밖의 풍경이 잘 표현되어 배경과 조화를 이룸.,1714,406
20260421_115354_98630b,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0351,0.0158,0.1362,,,1,강아지의 얼굴이 선명하고 왜곡 없이 잘 표현됨.,이미지에 강아지가 정확히 한 마리만 존재함.,벚꽃길에서의 장면이 잘 반영됨.,낮 시간대에 맞는 밝고 화사한 팔레트 사용.,반사나 거울 이미지가 존재하지 않음.,다리의 개수가 네 개로 정상적임.,한국식 파스텔 그림책 스타일이 잘 구현됨.,사람들이 자연스럽게 벚꽃길에서 걷고 있음.,"눈, 코, 귀가 중복 없이 잘 배열되어 있음.",사실적 렌더링 요소가 없고 전반적으로 그림책 스타일임.,사람의 얼굴이 식별 가능하게 명확하게 표현됨.,배경이 벚꽃길로 설정되어 장소적 맥락이 적절함.,1715,460
20260421_115432_3932fc,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0427,0.0223,0.1187,,,0,강아지의 얼굴은 선명하고 이목구비가 명확합니다.,이미지 내 강아지는 정확히 1마리입니다.,프롬프트의 상황과 장면이 잘 반영되어 있습니다.,시간대에 어울리는 적절한 색상이 사용되었습니다.,반사나 거울 이미지가 없습니다.,강아지의 다리는 4개로 적절히 표현되었습니다.,한국-일본식 파스텔 그림책 스타일로 표현되었습니다.,사람의 표현이 프롬프트와 충돌하지 않습니다.,"눈, 코, 귀가 중복되지 않고 자연스럽습니다.",사실적 렌더링 없이 부드러운 일러스트 스타일입니다.,사람의 얼굴이 명확하고 식별 가능합니다.,상자와 배경이 프롬프트와 일치합니다.,1713,440
20260421_115510_032e26,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0359,0.035,0.1023,,,0,강아지 얼굴이 선명하게 표현되었다.,이미지에 강아지가 1마리만 있다.,도시락과 강아지의 행복한 순간이 잘 반영되었다.,저녁의 색조가 이미지에 적합하다.,반사나 거울 이미지가 없다.,다리 개수와 위치가 자연스럽다.,한국식 파스텔 그림책 스타일로 적절하다.,사람이 배경에 자연스럽게 잘 어울린다.,"눈, 코, 귀가 중복 없이 적절하게 표현되었다.",사실적 렌더링이 혼입되지 않았다.,사람 얼굴이 식별 가능하게 표현되었다.,강아지와 피크닉 세팅이 잘 표현되었다.,1714,387
20260421_115554_81462c,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,,,1.0,1,1,1,1.0,1.0,1,16,L4,"""""",L4,0.0493,0.0113,0.1096,,,0,강아지 얼굴이 선명하고 왜곡되지 않음.,이미지에 강아지가 정확히 한 마리 있음.,핵심 장면인 강아지와 쿠션이 잘 반영됨.,낮의 밝은 팔레트가 잘 표현됨.,거울 이미지가 없음.,다리가 추가 생성되지 않고 자연스러움.,한국식 파스텔 그림책 스타일이 잘 반영됨.,사람 관련 프롬프트 없음.,"눈, 코, 귀가 중복 생성되지 않음.",사실적 렌더링 요소가 없음.,평가할 사람 얼굴이 없음.,쿠션 위 배경 맥락이 잘 표현됨.,1714,358
20260421_115636_b293f7,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0256,0.0221,0.1241,0.0423,0.0442,1,강아지의 얼굴이 선명하고 왜곡되지 않음.,이미지 내 강아지가 정확히 1마리임.,프롬프트의 핵심 요소(공원에서 산책)가 잘 반영됨.,프롬프트와 이미지의 밤 풍경이 일치함.,반사나 거울 이미지가 없음.,강아지 다리가 추가 생성되지 않음.,한국식 파스텔 그림체로 표현됨.,프롬프트에 사람(현수)이 포함되며 이미지에 잘 반영됨.,"눈, 코, 귀가 중복 생성되지 않음.",사실적 렌더링이 혼입되지 않음.,사람의 얼굴이 이목구비가 뚜렷하게 표현됨.,배경이 공원으로 잘 묘사되어 있음.,1714,402
20260421_115727_4d53a2,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,0,1,1.0,1.0,1,17,L5,"""""",L5,0.0517,0.0192,0.1051,0.0734,,0,강아지의 얼굴이 선명하고 이목구비가 뚜렷합니다.,이미지에 강아지가 한 마리만 나타납니다.,우비를 입고 뛰어노는 장면이 잘 반영되었습니다.,이미지의 색감이 낮의 분위기와 잘 어울립니다.,반사나 거울 이미지가 없습니다.,다리가 자연스럽게 네 개 그려져 있습니다.,한국식 파스텔 그림책 스타일로 잘 표현되었습니다.,프롬프트에 어긋나지 않게 사람이 잘 표현되었습니다.,"눈, 코, 귀가 중복 생성되지 않았습니다.",사실적 렌더링 없이 그림책 스타일을 유지하고 있습니다.,사람의 얼굴이 뚜렷하게 식별 가능합니다.,배경의 표현이 전체적인 맥락에 잘 맞습니다.,1713,406
20260421_115805_b3427a,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0381,0.029,0.1099,,,0,강아지 얼굴이 선명하게 표현되어 있습니다.,이미지 내 강아지가 정확히 한 마리입니다.,프롬프트의 핵심 요소인 강아지가 잘 반영되어 있습니다.,"프롬프트에 낮, 밤, 저녁 시간이 명시되지 않아 팔레트가 적절합니다.",반사나 거울 이미지가 없습니다.,다리가 정상적인 수로 표현되어 있습니다.,한국식 파스텔 그림책 스타일로 표현되었습니다.,이미지에 표현된 사람들은 프롬프트와 충돌하지 않습니다.,"눈, 코, 귀가 중복되지 않았습니다.",사실적 렌더링 없이 파스텔 느낌으로 그려졌습니다.,사람 얼굴이 식별 가능하게 잘 표현되어 있습니다.,프롬프트의 장소적 배경과 일치합니다.,1714,389
20260421_115845_58d926,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,,1.0,1.0,1,1,1,1.0,1.0,1,17,L5,"""""",L5,0.0491,0.0126,0.1165,,,1,강아지 얼굴이 선명하며 이목구비가 뚜렷하다.,이미지 내에 강아지가 정확히 한 마리 존재한다.,담요 속에서 포근한 하루라는 장면이 정확히 반영되었다.,시간대와 어울리는 색조를 사용하였다.,반사되거나 거울 같은 부분은 없다.,다리의 개수가 자연스럽고 추가 생성되지 않았다.,한국식 파스텔 그림 책 스타일이다.,프롬프트에 사람에 대한 특정 언급이 없다.,"눈, 코, 귀가 중복 생성되지 않았다.",사실적인 렌더링 없이 그림체로 표현되었다.,사람의 얼굴이 식별 가능하고 뚜렷하다.,실내 배경과 담요 등의 요소가 잘 표현되었다.,1712,388
20260421_115926_468e61,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,,,1.0,1,1,1,1.0,1.0,1,16,L4,"""""",L4,0.0447,0.0114,0.0959,-0.0077,,0,강아지의 얼굴이 선명하고 왜곡되지 않았다.,이미지에 강아지가 정확히 한 마리 있다.,강아지가 바람을 즐기는 모습으로 프롬프트와 일치한다.,저녁 시간대의 어두운 팔레트가 잘 반영되었다.,반사 또는 거울 이미지가 없다.,강아지의 다리가 추가 생성되지 않았다.,한국-일본식 파스텔 그림책 스타일을 잘 반영했다.,사람은 프롬프트에 명시되지 않았다.,"눈, 코, 귀 등의 얼굴 부위가 중복되지 않았다.",사실적 렌더링이 혼입되지 않았다.,사람은 프롬프트에 명시되지 않았다.,배경이 실내 환경을 정확히 나타내고 있다.,1711,395
20260421_120005_31b670,1,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,17,L5,"""""",L5,0.0535,0.0134,0.1167,0.0383,,0,강아지 얼굴이 선명하게 표현되었습니다.,이미지에 강아지가 정확히 한 마리 있습니다.,프롬프트의 장면이 잘 반영되었습니다.,현실적인 색조로 낮의 장면을 묘사했습니다.,거울에 비친 강아지가 반사되어 있습니다.,강아지의 다리가 자연스럽게 표현되었습니다.,파스텔 그림책 스타일로 표현되었습니다.,프롬프트와 충돌하지 않는 사람 표현입니다.,"눈, 코, 귀가 중복되지 않았습니다.",사실적 렌더링이 아닙니다.,사람 얼굴이 명확하게 표현되었습니다.,장소와 배경이 잘 표현되었습니다.,1713,362
20260421_120049_1711d5,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0525,0.0195,0.0906,,,1,강아지 얼굴이 뭉개지지 않고 선명하게 그려져 있다.,이미지 내 강아지가 정확히 한 마리 있다.,프롬프트의 핵심 요소인 동화책과 조카가 모두 반영되어 있다.,팔레트가 실내 낮 풍경에 맞게 따뜻하고 부드럽다.,반사/거울 이미지가 없다.,강아지 다리가 추가 생성되지 않고 자연스럽다.,한국-일본식 파스텔 그림책 스타일로 표현되었다.,사람(조카)이 프롬프트와 일치하여 표현되었다.,"눈, 코, 귀 등이 중복 생성되지 않았다.",사실적 렌더링이 없이 그림체로 잘 표현되어 있다.,조카의 얼굴이 선명하게 잘 표현되어 있다.,실내의 배경과 소품들이 자연스럽게 잘 어우러져 있다.,1712,420
20260421_120132_176183,0,,,,,,1,,,,,,1,1,1,,,1,5,L1,"""dog_visible->L0""",L0,0.0177,0.0099,0.1349,0.0577,0.0031,1,[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],[LLM SKIPPED: dog not visible],0,0
20260421_120219_861131,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0425,0.0229,0.1248,0.0389,,0,강아지 얼굴이 선명하게 표현됨.,이미지 내 강아지가 정확히 1마리임.,프롬프트의 주요 장면이 잘 반영됨.,이미지의 밝은 팔레트가 어울림.,반사 또는 거울 이미지가 없음.,다리의 개수가 자연스러움.,파스텔 그림책 스타일로 표현됨.,사람의 행동이 프롬프트와 일치함.,"눈, 코, 귀 등이 중복 생성되지 않음.",사실적 렌더링이 섞이지 않음.,사람 얼굴이 선명하게 표현됨.,주방 배경과 소품이 적절히 표현됨.,1714,374
20260421_120312_a4b513,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0508,0.0151,0.0956,,,0,강아지 얼굴이 선명하고 왜곡이 없음.,이미지 내 강아지가 정확히 1마리임.,프롬프트의 터널 장면이 반영됨.,시간대와 일치하는 밝은 팔레트 사용.,반사/거울 이미지가 없음.,다리 수가 자연스러움.,파스텔 그림책 스타일이 명확히 드러남.,사람 표현이 프롬프트와 충돌하지 않음.,"눈, 코, 귀가 정확히 하나씩 표현됨.",사실적 렌더링 요소가 없음.,사람 얼굴이 선명하게 표현됨.,프롬프트의 터널 배경이 적절히 표현됨.,1712,368
20260421_120420_39c9ea,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0375,0.0105,0.1144,0.027,,0,강아지의 얼굴이 선명하게 표현되어 있습니다.,강아지가 한 마리만 있습니다.,프롬프트의 따뜻한 밤의 분위기가 잘 반영되었습니다.,밤의 따뜻한 팔레트와 잘 어울립니다.,반사나 거울 이미지는 없습니다.,다리의 개수와 위치가 자연스럽습니다.,한국-일본식 파스텔 그림책 스타일입니다.,사람이 자연스럽게 묘사되어 있습니다.,"중복된 눈, 코, 귀가 없습니다.",사실적인 렌더링이 혼입되지 않았습니다.,사람의 얼굴이 명확하게 식별 가능합니다.,상황에 맞는 배경이 잘 표현되어 있습니다.,1713,377
20260421_120523_043ca2,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0323,-0.0028,0.0761,,,1,강아지의 눈코입이 선명하게 표현됨.,이미지에 강아지는 한 마리.,원반 던지기 모습이 프롬프트와 일치함.,눈에 띄는 시간대 오류 없음.,반사 또는 거울 효과 없음.,강아지 다리의 개수가 자연스러움.,한국-일본식 파스텔 그림 스타일로 표현됨.,사람이 등장하며 프롬프트와 충돌하지 않음.,"눈, 코, 귀 등이 중복되지 않음.",사실적 렌더링 없이 그림책 스타일 유지.,사람 얼굴이 식별 가능하게 표현됨.,야외에서 강아지와 놀고 있는 상황으로 맥락에 맞음.,1716,374
20260421_120604_2dea3a,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0447,0.0252,0.117,,,0,강아지의 얼굴이 선명하게 표현되었다.,이미지 내 강아지가 정확히 한 마리이다.,이미지가 프롬프트의 핵심 요소를 잘 반영했다.,밤의 따뜻한 분위기와 이미지 팔레트가 일치한다.,반사 이미지가 없다.,강아지의 다리가 추가 생성되지 않았다.,한국-일본식 파스텔 그림 스타일이다.,사람이 프롬프트와 충돌하지 않는다.,"눈, 코, 귀가 중복되지 않았다.",사실적 렌더링이 혼입되지 않았다.,사람의 얼굴이 식별 가능하게 표현되었다.,배경이 적절하고 주요 소품이 잘 표현되었다.,1714,381
20260421_121200_283774,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0385,0.0087,0.0824,,,0,강아지 얼굴이 선명하고 왜곡 없이 그려졌습니다.,이미지에 강아지가 정확히 1마리 있습니다.,양말 놀이와 아침의 즐거움이 잘 드러나 있습니다.,아침의 밝고 따뜻한 팔레트가 사용되었습니다.,반사 이미지가 존재하지 않습니다.,강아지의 다리 수가 정상입니다.,한국-일본식 파스텔 그림체로 표현되었습니다.,프롬프트와 충돌 없이 사람 표현이 적합합니다.,"눈, 코, 귀 등이 중복 생성되지 않았습니다.",사실적 렌더링 없이 일러스트 스타일입니다.,사람의 얼굴이 선명하고 잘 표현되었습니다.,실내 공간으로 프롬프트의 배경과 일치합니다.,1717,383
20260421_121309_d477b0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0452,0.0204,0.1157,,,0,강아지 얼굴이 선명하고 왜곡이 없습니다.,강아지가 정확히 1마리입니다.,"""그림자 구경하며""라는 프롬프트가 반영되었습니다.",밝은 팔레트와 낮 시간대가 일치합니다.,반사/거울 이미지가 없습니다.,다리가 추가 생성되지 않았습니다.,한국-일본식 파스텔 그림책 스타일입니다.,사람이 프롬프트와 일치하게 표현되었습니다.,"눈, 코, 귀가 중복되지 않았습니다.",사실적 렌더링 요소가 없습니다.,사람 얼굴이 식별 가능하게 표현되었습니다.,실내 배경과 창문이 잘 표현되어 있습니다.,1715,364
20260421_121345_95a388,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.034,0.0176,0.1168,,,0,강아지 얼굴이 왜곡 없이 선명하게 표현되었다.,이미지에 강아지는 1마리만 있다.,창가에서 평화로운 하루를 보내는 분위기로 반영되었다.,낮의 팔레트가 잘 반영되어 있다.,반사나 거울 이미지가 없다.,다리가 추가 생성되지 않고 자연스럽게 표현되었다.,한국-일본식 파스텔 그림책 스타일로 그려졌다.,사람이 창가에서 강아지와 함께 있는 장면이므로 일치한다.,"눈, 코, 귀가 중복되지 않고 정상적으로 표현되었다.",사실적 렌더링이 혼입되지 않았다.,사람 얼굴이 흐리거나 이목구비가 불분명하지 않다.,창가의 배경이 이미지에 적절히 표현되어 있다.,1711,444
20260421_121429_4751a7,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0435,0.0122,0.0854,0.0617,,0,강아지의 얼굴이 선명하고 잘 표현됨.,이미지 내 강아지가 정확히 1마리임.,잔디밭에서 공놀이 장면이 잘 반영됨.,낮을 연상시키는 밝은 팔레트 사용.,반사나 거울 이미지가 없음.,다리의 수가 적절하고 자연스러움.,한국-일본식 파스텔 그림책 스타일로 그려짐.,사람들이 배경에 자연스럽게 추가되어 있음.,"눈, 코, 귀가 중복 없이 정확히 표현됨.",사실적 렌더링이 혼입되지 않음.,사람들의 얼굴이 식별 가능하게 그려짐.,잔디밭의 배경이 잘 표현됨.,1714,389
20260421_121512_83452c,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0415,0.0096,0.076,,,1,강아지의 얼굴이 선명하게 그려져 있다.,이미지 내 강아지는 한 마리이다.,프롬프트의 장면이 정확히 반영되어 있다.,방 안의 낮 시간대의 색조가 적절하다.,반사나 거울 이미지가 없다.,"강아지 다리는 네 개로, 추가 생성되지 않았다.",전반적으로 파스텔 그림책 스타일로 그려졌다.,사람이 프롬프트와 충돌하지 않는다.,"눈, 코, 귀 등 얼굴의 부위가 중복되지 않는다.",사실적 렌더링 요소가 없다.,사람 얼굴이 선명하게 표현되어 있다.,"실내라는 장소와 청소기, 소파 등 배경이 잘 일치한다.",1713,379
20260421_121554_3a7004,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.037,0.0158,0.1157,,0.0424,1,강아지의 얼굴이 선명하게 잘 표현되었다.,그림에 강아지는 한 마리인 것으로 보인다.,프롬프트의 핵심 요소인 '꽃집 앞 탐정 놀이'가 잘 반영되었다.,시간대와 어울리는 팔레트가 사용되었다.,반사 이미지나 거울 이미지가 없다.,다리의 개수는 4개로 적절하게 표현되었다.,한국-일본식 파스텔 그림책 스타일이 잘 표현되었다.,사람이 프롬프트 내용에 부합되게 등장한다.,"눈, 코, 귀가 중복되지 않고 자연스럽게 표현되어 있다.",사실적 렌더링은 혼입되지 않았다.,사람의 얼굴이 선명하고 분명하게 표현되어 있다.,꽃집 앞의 배경이 잘 표현되어 있다.,1711,412
20260421_121635_2e1af2,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0419,0.0107,0.0887,,,0,강아지의 얼굴이 선명하고 명확하게 표현됨.,이미지 내에 강아지가 한 마리만 존재함.,프롬프트의 핵심인 '햇살 속에서 졸린 하루'가 잘 반영됨.,햇살이 잘 반영된 밝은 팔레트가 사용됨.,반사나 거울 이미지가 없음.,강아지의 다리가 정상적인 개수로 표현됨.,전체적인 이미지가 한국/일본식 파스텔 그림책 스타일로 표현됨.,사람의 등장은 프롬프트와 충돌하지 않음.,"눈, 코, 귀가 중복 없이 정상적으로 표현됨.",사실적인 렌더링 요소가 없음.,사람의 얼굴이 명확하게 식별 가능하게 표현됨.,실내 배경과 소품이 자연스럽게 표현됨.,1713,400
20260421_121715_26182c,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1,1,1,1.0,0.0,1,15,L4,"""prompt_reflected->L3""",L3,0.0373,0.0115,0.0913,,,0,강아지 얼굴이 선명하고 뚜렷하게 표현됨.,이미지에는 강아지가 한 마리만 있음.,프롬프트 '걷기'에 대한 반영이 없음.,실내 조명이 있는 저녁 분위기로 잘 표현됨.,반사/거울 이미지가 없음.,다리의 개수가 적절하게 표현됨.,한국-일본식 파스텔 그림책 스타일으로 표현됨.,프롬프트에 '현수'가 등장하지만 이미지에 사람이 포함됨.,"눈, 코, 귀가 중복되지 않음.",사실적 렌더링이 없이 완전히 일러스트 스타일임.,사람의 얼굴이 선명하게 표현됨.,배경이 지나치게 단순하고 프롬프트 내용과 일치하지 않음.,1713,400
20260421_121754_d2b211,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0578,0.0098,0.1138,,,0,강아지의 얼굴이 선명하고 또렷하게 표현됨.,이미지에 강아지가 정확히 1마리 포함됨.,핵심 장면인 계단을 오르는 장면이 잘 반영됨.,이미지의 팔레트가 주간 느낌과 잘 어울림.,반사 또는 거울 이미지 효과가 없음.,다리의 수가 자연스럽고 추가 생성되지 않음.,한국식 파스텔 그림책 스타일이 잘 구현됨.,사람의 표현이 프롬프트와 충돌하지 않음.,"눈, 코, 귀가 잘 구별되고 중복 생성되지 않음.",사실적 렌더링 요소 없이 그림체가 일관됨.,사람의 얼굴이 명확하고 또렷하게 표현됨.,계단이라는 배경이 명확하게 표현됨.,1715,407
20260421_121833_b6cf15,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0571,0.0075,0.07,0.0696,,1,강아지의 얼굴이 선명하게 표현되었음.,이미지에는 강아지가 한 마리만 있음.,공놀이하는 장면이 프롬프트와 일치함.,색상 팔레트가 하루 중 시간과 일치함.,반사되거나 거울 이미지 없음.,다리의 수가 정상적으로 표현되었음.,파스텔 그림책 스타일로 제작됨.,이미지 내 사람은 프롬프트와 일치함.,"눈, 코, 귀가 정상적으로 하나씩 표현됨.",사실적 렌더링이 혼입되지 않음.,사람의 얼굴이 식별 가능하게 표현됨.,실내에서의 장면이 배경과 일치함.,1713,371
20260421_121915_ebe7ac,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0378,0.0111,0.1222,0.0359,,0,강아지 얼굴이 선명하게 표현됨.,이미지에 강아지가 정확히 한 마리 있음.,비 오는 날 은지 무릎에 강아지가 누워 있는 장면이 잘 반영됨.,비오는 날씨에 맞는 색상 팔레트 사용.,반사/거울 이미지가 없음.,다리 개수와 위치가 자연스러움.,한국-일본식 파스텔 그림책 스타일을 잘 나타냄.,프롬프트에 있는 사람이 이미지에 나타남.,"눈, 코, 귀가 중복되지 않음.",사실적인 렌더링이 혼입되지 않음.,사람 얼굴이 명확하게 표현됨.,장소와 배경이 프롬프트와 일치함.,1717,391
20260421_121953_0c97a8,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0422,0.0166,0.1102,,,0,강아지의 얼굴이 선명하고 부드럽게 표현됨.,이미지에 강아지는 한 마리만 있음.,장난감을 가지고 노는 강아지의 모습이 잘 나타나 있음.,이미지의 밝은 톤이 낮이라는 설정과 어울림.,반사 이미지나 거울 요소는 없음.,강아지의 다리 수가 정상임.,파스텔 톤의 부드러운 그림체로 표현됨.,강아지와 인간이 함께 있는 설정에 부합함.,"눈, 코, 귀가 정상적으로 하나씩 표현됨.",사실적 렌더링 요소 없이 일러스트 스타일 유지됨.,사람의 얼굴이 선명하고 부드럽게 표현됨.,실내에서 강아지가 노는 상황이 잘 표현됨.,1715,397
20260421_122030_106c56,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,18,L5,"""""",L5,0.0435,0.024,0.1272,,,0,강아지의 얼굴이 선명하고 왜곡 없이 표현됨.,이미지 내 강아지가 한 마리만 존재함.,핵심 장면이 반영되어 있음.,이미지가 낮의 느낌으로 밝게 표현됨.,반사나 거울 이미지는 없음.,강아지의 다리 수가 정상적으로 표현됨.,한국-일본식 파스텔 그림책 스타일이 잘 표현됨.,프롬프트와 충돌은 없음.,"눈, 코, 귀가 중복 없이 정상적으로 표현됨.",사실적 렌더링 없이 일러스트 스타일로 유지됨.,사람의 얼굴이 식별 가능하게 표현됨.,실내 배경이 적절히 표현됨.,1711,379
20260421_122111_bd66bb,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,0,1,1.0,1.0,1,17,L5,"""""",L5,0.0406,0.0161,0.1154,0.0455,-0.0139,1,강아지의 얼굴이 선명하게 표현되어 있음.,이미지에 강아지가 정확히 한 마리 있음.,프롬프트의 핵심 요소인 '산책'을 반영함.,밝고 따뜻한 낮의 팔레트와 일치함.,반사 효과가 없는 이미지임.,강아지의 다리가 네 개로 정상적임.,한국-일본식 파스텔 그림첵 스타일로 제작됨.,프롬프트에 맞는 인간이 등장함.,"눈, 코, 귀가 중복되지 않음.",사실적 렌더링이 포함되지 않음.,아기의 얼굴이 명확하게 식별 가능함.,푸른 초원의 배경이 적절히 표현됨.,1712,387
